OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202526","Sample-Routine","Water","Surface Water","1972-03-02","12:00:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"5.0","deg C",,"Historical",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202526","Sample-Routine","Water","Surface Water","1972-03-02","12:00:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Total hardness -- SDWA NPDWR",,"180","mg/l CaCO3",,"Historical",,"Actual",,,,,,,"00900",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202526","Sample-Routine","Water","Surface Water","1972-03-02","12:00:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Hardness, non-carbonate","Total","46","mg/l CaCO3",,"Historical",,"Actual",,,,,,,"00902",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202526","Sample-Routine","Water","Surface Water","1972-03-02","12:00:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Calcium","Dissolved","53.0","mg/l",,"Historical",,"Actual",,,,,,,"00915",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202526","Sample-Routine","Water","Surface Water","1972-03-02","12:00:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Magnesium","Dissolved","12.0","mg/l",,"Historical",,"Actual",,,,,,,"00925",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202526","Sample-Routine","Water","Surface Water","1972-03-02","12:00:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Potassium","Dissolved","2.40","mg/l",,"Historical",,"Actual",,,,,,,"00935",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202526","Sample-Routine","Water","Surface Water","1972-03-02","12:00:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Sodium adsorption ratio",,"0.2","None",,"Historical",,"Actual",,,,,,,"00931",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202526","Sample-Routine","Water","Surface Water","1972-03-02","12:00:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Sodium, percent total cations",,"8","%",,"Historical",,"Actual",,,,,,,"00932",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202526","Sample-Routine","Water","Surface Water","1972-03-02","12:00:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Sodium","Dissolved","7.70","mg/l",,"Historical",,"Actual",,,,,,,"00930",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202526","Sample-Routine","Water","Surface Water","1972-03-02","12:00:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Bicarbonate","Total","166","mg/l",,"Historical",,"Actual",,,,,,,"00440",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202526","Sample-Routine","Water","Surface Water","1972-03-02","12:00:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Carbonate (CO3)","Total","0.0","mg/l",,"Historical",,"Actual",,,,,,,"00445",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202526","Sample-Routine","Water","Surface Water","1972-03-02","12:00:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Chloride","Dissolved","10.0","mg/l",,"Historical",,"Actual",,,,,,,"00940",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202526","Sample-Routine","Water","Surface Water","1972-03-02","12:00:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Silica","Dissolved","17.0","mg/l",,"Historical",,"Actual",,,,,,,"00955",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202526","Sample-Routine","Water","Surface Water","1972-03-02","12:00:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Sulfate","Dissolved","67.0","mg/l",,"Historical",,"Actual",,,,,,,"00945",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202526","Sample-Routine","Water","Surface Water","1972-03-02","12:00:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Total dissolved solids","Dissolved","251","mg/l",,"Historical",,"Actual",,,,,,,"70301",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, mean. daily",,"45","ft3/s",,"Historical","Mean","Actual",,"1 Day",,,,,"00060",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Hydrogen ion","Total","0.00003","mg/l",,"Historical",,"Actual",,,,,,,"00191",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"pH","Total","7.6","std units",,"Historical",,"Actual",,,,,,,"00400",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","448","uS/cm @25C",,"Historical",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Total hardness -- SDWA NPDWR",,"210","mg/l CaCO3",,"Historical",,"Actual",,,,,,,"00900",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Hardness, non-carbonate","Total","48","mg/l CaCO3",,"Historical",,"Actual",,,,,,,"00902",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Calcium","Dissolved","61.0","mg/l",,"Historical",,"Actual",,,,,,,"00915",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Magnesium","Dissolved","13.0","mg/l",,"Historical",,"Actual",,,,,,,"00925",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Potassium","Dissolved","3.60","mg/l",,"Historical",,"Actual",,,,,,,"00935",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Sodium adsorption ratio",,"0.4","None",,"Historical",,"Actual",,,,,,,"00931",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Sodium, percent total cations",,"11","%",,"Historical",,"Actual",,,,,,,"00932",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Sodium","Dissolved","12.0","mg/l",,"Historical",,"Actual",,,,,,,"00930",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Bicarbonate","Total","192","mg/l",,"Historical",,"Actual",,,,,,,"00440",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Carbonate (CO3)","Total","0.0","mg/l",,"Historical",,"Actual",,,,,,,"00445",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Chloride","Dissolved","10.0","mg/l",,"Historical",,"Actual",,,,,,,"00940",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Silica","Dissolved","19.0","mg/l",,"Historical",,"Actual",,,,,,,"00955",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Sulfate","Dissolved","68.0","mg/l",,"Historical",,"Actual",,,,,,,"00945",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Total dissolved solids","Dissolved","281","mg/l",,"Historical",,"Actual",,,,,,,"70301",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Total dissolved solids","Dissolved","0.38","tons/ac ft",,"Historical",,"Actual",,,,,,,"70303",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.97202527","Sample-Routine","Water","Surface Water","1972-07-20","12:00:00","MDT",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Carbon dioxide","Total","7.8","mg/l",,"Historical",,"Actual",,,,,,,"00405",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00800852","Sample-Routine","Water","Surface Water","2008-05-23","11:07:00","MDT",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"4.86","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00800852","Sample-Routine","Water","Surface Water","2008-05-23","11:07:00","MDT",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"583","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00800852","Sample-Routine","Water","Surface Water","2008-05-23","11:07:00","MDT",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"7.1","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00800852","Sample-Routine","Water","Surface Water","2008-05-23","11:07:00","MDT",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"1.48","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00800852","Sample-Routine","Water","Surface Water","2008-05-23","11:07:00","MDT",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","260","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900019","Sample-Routine","Water","Surface Water","2008-10-03","09:07:00","MDT",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","269","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900019","Sample-Routine","Water","Surface Water","2008-10-03","09:07:00","MDT",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"197","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900019","Sample-Routine","Water","Surface Water","2008-10-03","09:07:00","MDT",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"3.70","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900019","Sample-Routine","Water","Surface Water","2008-10-03","09:07:00","MDT",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"10.2","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900019","Sample-Routine","Water","Surface Water","2008-10-03","09:07:00","MDT",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Not determined","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"1.13","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900131","Sample-Routine","Water","Surface Water","2008-11-20","15:44:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"162","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900131","Sample-Routine","Water","Surface Water","2008-11-20","15:44:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"7.1","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900131","Sample-Routine","Water","Surface Water","2008-11-20","15:44:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"1.07","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900131","Sample-Routine","Water","Surface Water","2008-11-20","15:44:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"3.50","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900131","Sample-Routine","Water","Surface Water","2008-11-20","15:44:00","MST",,,,,,,,,,,"USGS","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","278","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900747","Sample-Routine","Water","Surface Water","2009-01-09","14:20:00","MST",,,,"0.5","feet",,,,,,"971600101","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"164","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900747","Sample-Routine","Water","Surface Water","2009-01-09","14:20:00","MST",,,,"0.5","feet",,,,,,"971600101","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"1.09","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.00900747","Sample-Routine","Water","Surface Water","2009-01-09","14:20:00","MST",,,,"0.5","feet",,,,,,"971600101","U.S. Geological Survey-Water Resources Discipline","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Instream features, est. stream width",,"55.0","ft",,"Accepted",,"Actual",,,,,,,"00004",,,,,,,,,,,,,,,,
